posi_id,legacy_id,title,issn_online,openalex_source_id,article_count,minted_or_reused
POSI-J-025216,j-bench-isa-transactions-2492,"ISA Transactions",0019-0578,S89543202,6673,minted
POSI-J-025217,j-bench-isprs-journal-of-photogrammetry-and-remote-sensing-2493,"ISPRS Journal of Photogrammetry and Remote Sensing",0924-2716,S173339282,5049,minted
POSI-J-016222,j-bench-isprs-open-journal-of-photogrammetry-and-remote-sensing-2494,"ISPRS Open Journal of Photogrammetry and Remote Sensing",2667-3932,S4210186741,134,reused
POSI-J-003615,j-bench-italian-journal-of-agronomy-2495,"Italian Journal of Agronomy",1125-4718,S2738046312,1054,reused
POSI-J-011602,j-bench-jaacap-open-2496,"JAACAP Open",2949-7329,S4387283917,273,reused
POSI-J-000999,j-bench-jaad-case-reports-2497,"JAAD Case Reports",2352-5126,S2764486142,4973,reused
POSI-J-003807,j-bench-jaad-international-2498,"JAAD International",2666-3287,S4210208778,1016,reused
POSI-J-012162,j-bench-jaad-reviews-2499,"JAAD Reviews",2950-1989,S4404663930,261,reused
POSI-J-001741,j-bench-jacc-advances-2500,"JACC: Advances",2772-963X,S4220651314,2487,reused
POSI-J-003642,j-bench-jacc-asia-2501,"JACC: Asia",2772-3747,S4210201151,1133,reused
POSI-J-002330,j-bench-jacc-basic-to-translational-science-2502,"JACC: Basic to Translational Science",2452-302X,S2898156683,1702,reused
POSI-J-003970,j-bench-jacc-cardiooncology-2503,"JACC: CardioOncology",2666-0873,S4210214127,962,reused
POSI-J-025218,j-bench-jacc-cardiovascular-imaging-2504,"JACC: Cardiovascular Imaging",1936-878X,S195556561,5518,minted
POSI-J-025219,j-bench-jacc-cardiovascular-interventions-2505,"JACC: Cardiovascular Interventions",1936-8798,S117995063,11311,minted
POSI-J-000886,j-bench-jacc-case-reports-2506,"JACC: Case Reports",2666-0849,S4210180918,6343,reused
POSI-J-025220,j-bench-jacc-clinical-electrophysiology-2507,"JACC: Clinical Electrophysiology",2405-500X,S2898168182,3656,minted
POSI-J-025221,j-bench-jacc-heart-failure-2508,"JACC: Heart Failure",2213-1779,S2764825379,3038,minted
POSI-J-000409,j-bench-jacep-open-2509,"JACEP Open",2688-1152,S4210207081,1791,reused
POSI-J-018241,j-bench-jada-foundational-science-2510,"JADA Foundational Science",2772-414X,S4210208574,78,reused
POSI-J-025222,j-bench-jand-global-reports-2511,"JAND Global Reports",3050-7189,S5407054262,15,minted
POSI-J-025223,j-bench-japan-and-the-world-economy-2512,"Japan and the World Economy",0922-1425,S70935693,1250,minted
POSI-J-008072,j-bench-japanese-dental-science-review-2513,"Japanese Dental Science Review",1882-7616,S2789086,436,reused
POSI-J-022929,j-bench-japha-pharmacotherapy-2514,"JAPhA Pharmacotherapy",2949-9623,S4387292660,28,reused
POSI-J-017413,j-bench-japha-practice-innovations-2515,"JAPhA Practice Innovations",2949-9690,S4387997708,103,reused
POSI-J-011858,j-bench-jca-advances-2516,"JCA Advances",2950-5534,S4404662437,266,reused
POSI-J-013958,j-bench-jcis-open-2517,"JCIS Open",2666-934X,S4210231036,189,reused
POSI-J-004429,j-bench-jds-communications-2518,"JDS Communications",2666-9102,S4210239985,875,reused
POSI-J-025224,j-bench-jem-international-2519,"JEM International",3051-3227,S5407053834,24,minted
POSI-J-011766,j-bench-jem-reports-2520,"JEM Reports",2773-2320,S4387285679,258,reused
POSI-J-013657,j-bench-jfo-open-ophthalmology-2521,"JFO Open Ophthalmology",2949-8899,S4387287376,191,reused
POSI-J-002468,j-bench-jhep-reports-2522,"JHEP Reports",2589-5559,S4210202621,1627,reused
POSI-J-006300,j-bench-jhlt-open-2523,"JHLT Open",2950-1334,S4387291709,634,reused
POSI-J-007848,j-bench-jid-innovations-2524,"JID Innovations",2667-0267,S4210189051,472,reused
POSI-J-025225,j-bench-jmv-journal-de-m-decine-vasculaire-2525,"JMV-Journal de Médecine Vasculaire",2542-4513,S2898168726,1761,minted
POSI-J-025226,j-bench-joint-bone-spine-2526,"Joint Bone Spine",1297-319X,S8204489,4571,minted
POSI-J-025227,j-bench-the-joint-commission-journal-on-quality-and-patient-safety-2527,"The Joint Commission Journal on Quality and Patient Safety",1553-7250,S4210168284,2547,minted
POSI-J-000947,j-bench-jornal-de-pediatria-2528,"Jornal de Pediatria",0021-7557,S66095140,5347,reused
POSI-J-025228,j-bench-jos-case-reports-2529,"JOS Case Reports",2772-9648,S4387282496,148,minted
POSI-J-025229,j-bench-joule-2530,"Joule",2542-4351,S2898305631,2263,minted
POSI-J-017860,j-bench-journal-of-economy-and-technology-2531,"Journal of Economy and Technology",2949-9488,S4387289263,87,reused
POSI-J-025230,j-bench-the-journal-of-academic-librarianship-2532,"The Journal of Academic Librarianship",0099-1333,S40528764,5392,minted
POSI-J-025231,j-bench-journal-of-the-academy-of-consultation-liaison-psychiatry-2533,"Journal of the Academy of Consultation-Liaison Psychiatry",2667-2960,S4210200583,1584,minted
POSI-J-025232,j-bench-journal-of-the-academy-of-nutrition-and-dietetics-2534,"Journal of the Academy of Nutrition and Dietetics",2212-2672,S18733340,9362,minted
POSI-J-025233,j-bench-journal-of-accounting-and-economics-2535,"Journal of Accounting and Economics",0165-4101,S62142384,1871,minted
POSI-J-025234,j-bench-journal-of-accounting-education-2536,"Journal of Accounting Education",0748-5751,S6243863,1255,minted
POSI-J-025235,j-bench-journal-of-accounting-and-public-policy-2537,"Journal of Accounting and Public Policy",0278-4254,S86762183,1679,minted
POSI-J-025236,j-bench-journal-of-adolescent-health-2538,"Journal of Adolescent Health",1054-139X,S101177023,13966,minted
POSI-J-008529,j-bench-journal-of-advanced-joining-processes-2539,"Journal of Advanced Joining Processes",2666-3309,S4210200780,417,reused
POSI-J-025237,j-bench-journal-of-advanced-research-2540,"Journal of Advanced Research",2090-1232,S57607125,3349,minted
POSI-J-025238,j-bench-journal-of-aerosol-science-2541,"Journal of Aerosol Science",0021-8502,S150548798,12468,minted
POSI-J-003478,j-bench-journal-of-affective-disorders-reports-2542,"Journal of Affective Disorders Reports",2666-9153,S4210211554,1129,reused
POSI-J-025239,j-bench-journal-of-african-earth-sciences-2543,"Journal of African Earth Sciences",1464-343X,S125636905,6769,minted
POSI-J-010258,j-bench-the-journal-of-aging-research-lifestyle-2544,"The Journal of Aging Research & Lifestyle",2534-773X,S4210183808,320,reused
POSI-J-025240,j-bench-journal-of-aging-studies-2545,"Journal of Aging Studies",0890-4065,S74338687,1664,minted
POSI-J-001389,j-bench-journal-of-agriculture-and-food-research-2546,"Journal of Agriculture and Food Research",2666-1543,S4210201734,3184,reused
POSI-J-025241,j-bench-journal-of-air-transport-management-2547,"Journal of Air Transport Management",0969-6997,S99242495,2844,minted
POSI-J-025242,j-bench-journal-of-the-air-transport-research-society-2548,"Journal of the Air Transport Research Society",2941-198X,S4387289958,131,minted
POSI-J-025243,j-bench-journal-of-algebra-2549,"Journal of Algebra",0021-8693,S184147796,21640,minted
POSI-J-025244,j-bench-the-journal-of-allergy-and-clinical-immunology-in-practice-2550,"The Journal of Allergy and Clinical Immunology: In Practice",2213-2198,S2754868259,7409,minted
POSI-J-025245,j-bench-journal-of-allergy-and-hypersensitivity-diseases-2551,"Journal of Allergy and Hypersensitivity Diseases",2950-3124,S5407037024,42,minted
POSI-J-025246,j-bench-journal-of-alloys-and-compounds-communications-2552,"Journal of Alloys and Compounds Communications",2950-2845,S5407037014,233,minted
POSI-J-011794,j-bench-journal-of-alloys-and-metallurgical-systems-2553,"Journal of Alloys and Metallurgical Systems",2949-9178,S4387288394,255,reused
POSI-J-025247,j-bench-journal-of-the-american-academy-of-child-adolescent-psychiat-2554,"Journal of the American Academy of Child & Adolescent Psychiatry",0890-8567,S60711021,23467,minted
POSI-J-025248,j-bench-journal-of-the-american-academy-of-dermatology-2555,"Journal of the American Academy of Dermatology",0190-9622,S58727509,59066,minted
POSI-J-025249,j-bench-journal-of-american-association-for-pediatric-ophthalmology--2556,"Journal of American Association for Pediatric Ophthalmology and Strabismus",1091-8531,S40629775,8342,minted
POSI-J-025250,j-bench-journal-of-the-american-college-of-radiology-2557,"Journal of the American College of Radiology",1546-1440,S8481965,7461,minted
POSI-J-025251,j-bench-journal-of-the-american-medical-directors-association-2558,"Journal of the American Medical Directors Association",1525-8610,S132839637,9556,minted
POSI-J-025252,j-bench-journal-of-the-american-pharmacists-association-2559,"Journal of the American Pharmacists Association",1544-3191,S4210228861,5258,minted
POSI-J-025253,j-bench-journal-of-the-american-society-of-cytopathology-2560,"Journal of the American Society of Cytopathology",2213-2945,S2765000471,3441,minted
POSI-J-025254,j-bench-journal-of-the-american-society-of-echocardiography-2561,"Journal of the American Society of Echocardiography",0894-7317,S185321339,9901,minted
POSI-J-025255,j-bench-journal-of-analytical-and-applied-pyrolysis-2562,"Journal of Analytical and Applied Pyrolysis",0165-2370,S58603569,8109,minted
POSI-J-025256,j-bench-journal-of-anesthesia-and-translational-medicine-2563,"Journal of Anesthesia and Translational Medicine",2957-3912,S4387287144,127,minted
POSI-J-025257,j-bench-journal-of-anthropological-archaeology-2564,"Journal of Anthropological Archaeology",0278-4165,S34740387,1584,minted
POSI-J-025258,j-bench-journal-of-anxiety-disorders-2565,"Journal of Anxiety Disorders",0887-6185,S110204754,3215,minted
POSI-J-025259,j-bench-journal-of-applied-developmental-psychology-2566,"Journal of Applied Developmental Psychology",0193-3973,S57892594,2453,minted
POSI-J-025260,j-bench-journal-of-applied-geophysics-2567,"Journal of Applied Geophysics",0926-9851,S100607112,5378,minted
POSI-J-001438,j-bench-journal-of-applied-poultry-research-2568,"Journal of Applied Poultry Research",1056-6171,S4210178300,2936,reused
POSI-J-025261,j-bench-journal-of-applied-research-on-medicinal-and-aromatic-plants-2569,"Journal of Applied Research on Medicinal and Aromatic Plants",2214-7861,S2764636153,722,minted
POSI-J-025262,j-bench-journal-of-approximation-theory-2570,"Journal of Approximation Theory",0021-9045,S35093870,6182,minted
POSI-J-025263,j-bench-journal-of-aquatic-plants-2571,"Journal of Aquatic Plants",3051-2301,S5407051181,18,minted
POSI-J-025264,j-bench-journal-of-archaeological-science-2572,"Journal of Archaeological Science",0305-4403,S190270160,7661,minted
POSI-J-025265,j-bench-journal-of-archaeological-science-reports-2573,"Journal of Archaeological Science: Reports",2352-409X,S2764743818,5578,minted
POSI-J-025266,j-bench-journal-of-arid-environments-2574,"Journal of Arid Environments",0140-1963,S128210042,7219,minted
POSI-J-025267,j-bench-journal-of-arid-land-2575,"Journal of Arid Land",1674-6767,S184316860,1261,minted
POSI-J-003083,j-bench-journal-of-asia-pacific-biodiversity-2576,"Journal of Asia-Pacific Biodiversity",2287-884X,S2765047820,1268,reused
POSI-J-025268,j-bench-journal-of-asia-pacific-entomology-2577,"Journal of Asia-Pacific Entomology",1226-8615,S49593656,3046,minted
POSI-J-025269,j-bench-journal-of-asian-earth-sciences-2578,"Journal of Asian Earth Sciences",1367-9120,S80045625,7284,minted
POSI-J-013335,j-bench-journal-of-asian-earth-sciences-x-2579,"Journal of Asian Earth Sciences: X",2590-0560,S4210215885,200,reused
POSI-J-025270,j-bench-journal-of-asian-economics-2580,"Journal of Asian Economics",1049-0078,S69458508,2487,minted
POSI-J-025271,j-bench-journal-of-atmospheric-and-solar-terrestrial-physics-2581,"Journal of Atmospheric and Solar-Terrestrial Physics",1364-6826,S207559368,5986,minted
POSI-J-025272,j-bench-journal-of-autoimmunity-2582,"Journal of Autoimmunity",0896-8411,S187826688,4453,minted
POSI-J-015967,j-bench-journal-of-automation-and-intelligence-2583,"Journal of Automation and Intelligence",2949-8554,S4387285287,136,reused
POSI-J-002510,j-bench-journal-of-ayurveda-and-integrative-medicine-2584,"Journal of Ayurveda and Integrative Medicine",0975-9476,S24510010,1574,reused
POSI-J-025273,j-bench-journal-of-behavior-therapy-and-experimental-psychiatry-2585,"Journal of Behavior Therapy and Experimental Psychiatry",0005-7916,S117021518,4121,minted
POSI-J-025274,j-bench-journal-of-behavioral-and-cognitive-therapy-2586,"Journal of Behavioral and Cognitive Therapy",2589-9791,S4210215259,282,minted
POSI-J-025275,j-bench-journal-of-behavioral-and-experimental-economics-2587,"Journal of Behavioral and Experimental Economics",2214-8043,S4210233753,1436,minted
POSI-J-025276,j-bench-journal-of-behavioral-and-experimental-finance-2588,"Journal of Behavioral and Experimental Finance",2214-6350,S2764372386,931,minted
POSI-J-025277,j-bench-journal-of-biomechanics-open-2589,"Journal of Biomechanics Open",3051-1313,S5407051240,17,minted
POSI-J-025278,j-bench-journal-of-biomedical-informatics-2590,"Journal of Biomedical Informatics",1532-0464,S11622463,4456,minted
POSI-J-008855,j-bench-journal-of-bioresources-and-bioproducts-2591,"Journal of Bioresources and Bioproducts",2369-9698,S4210174242,395,reused
POSI-J-013216,j-bench-journal-of-biosafety-and-biosecurity-2592,"Journal of Biosafety and Biosecurity",2588-9338,S4210206731,217,reused
POSI-J-025279,j-bench-journal-of-bioscience-and-bioengineering-2593,"Journal of Bioscience and Bioengineering",1389-1723,S63783143,7967,minted
POSI-J-025280,j-bench-journal-of-bodywork-and-movement-therapies-2594,"Journal of Bodywork and Movement Therapies",1360-8592,S99985186,4394,minted
POSI-J-025281,j-bench-journal-of-bone-oncology-2595,"Journal of Bone Oncology",2212-1374,S2764562432,828,minted
POSI-J-025282,j-bench-journal-of-brain-and-spine-2596,"Journal of Brain and Spine",3079-7802,S7407063086,8,minted
POSI-J-025283,j-bench-journal-of-building-engineering-2597,"Journal of Building Engineering",2352-7102,S2764478331,16956,minted
POSI-J-025284,j-bench-journal-of-business-venturing-2598,"Journal of Business Venturing",0883-9026,S66201313,1773,minted
POSI-J-025285,j-bench-journal-of-business-venturing-design-2599,"Journal of Business Venturing Design",2667-2774,S4210239885,33,minted
POSI-J-025286,j-bench-journal-of-business-venturing-insights-2600,"Journal of Business Venturing Insights",2352-6734,S2898242091,648,minted
POSI-J-025287,j-bench-journal-of-cancer-policy-2601,"Journal of Cancer Policy",2213-5383,S2764631794,771,minted
POSI-J-025288,j-bench-journal-of-cardiology-2602,"Journal of Cardiology",0914-5087,S76729639,3570,minted
POSI-J-025289,j-bench-journal-of-cardiology-cases-2603,"Journal of Cardiology Cases",1878-5409,S113287398,2141,minted
POSI-J-025290,j-bench-journal-of-cardiovascular-computed-tomography-2604,"Journal of Cardiovascular Computed Tomography",1934-5925,S331060,4205,minted
POSI-J-000723,j-bench-journal-of-cardiovascular-magnetic-resonance-2605,"Journal of Cardiovascular Magnetic Resonance",1097-6647,S144688638,9484,reused
POSI-J-011568,j-bench-journal-of-cartilage-joint-preservation-2606,"Journal of Cartilage & Joint Preservation",2667-2545,S4210212115,267,reused
POSI-J-025291,j-bench-journal-of-cereal-science-2607,"Journal of Cereal Science",0733-5210,S2456228,5147,minted
POSI-J-025292,j-bench-journal-of-chemical-neuroanatomy-2608,"Journal of Chemical Neuroanatomy",0891-0618,S6010938,2484,minted
POSI-J-025293,j-bench-the-journal-of-chemical-thermodynamics-2609,"The Journal of Chemical Thermodynamics",0021-9614,S173979593,11071,minted
POSI-J-025294,j-bench-journal-of-chiropractic-humanities-2610,"Journal of Chiropractic Humanities",1556-3499,S31784138,351,minted
POSI-J-025295,j-bench-journal-of-chiropractic-medicine-2611,"Journal of Chiropractic Medicine",1556-3707,S67905653,1222,minted
POSI-J-025296,j-bench-journal-de-chirurgie-visc-rale-2612,"Journal de Chirurgie Viscérale",1878-786X,S2898216896,2796,minted
POSI-J-025297,j-bench-journal-of-choice-modelling-2613,"Journal of Choice Modelling",1755-5345,S2764690196,514,minted
POSI-J-025298,j-bench-journal-of-chromatography-b-2614,"Journal of Chromatography B",1570-0232,S103248676,13990,minted
POSI-J-009671,j-bench-journal-of-chromatography-open-2615,"Journal of Chromatography Open",2772-3917,S4210211886,356,reused
POSI-J-007385,j-bench-the-journal-of-climate-change-and-health-2616,"The Journal of Climate Change and Health",2667-2782,S4210213993,503,reused
POSI-J-025299,j-bench-journal-of-climate-finance-2617,"Journal of Climate Finance",2949-7280,S4387285669,87,minted
POSI-J-025300,j-bench-journal-of-clinical-anesthesia-2618,"Journal of Clinical Anesthesia",0952-8180,S155967237,8267,minted
POSI-J-025301,j-bench-journal-of-clinical-densitometry-2619,"Journal of Clinical Densitometry",1094-6950,S170982493,3040,minted
POSI-J-025302,j-bench-journal-of-clinical-and-experimental-hepatology-2620,"Journal of Clinical and Experimental Hepatology",0973-6883,S2764866434,5271,minted
POSI-J-025303,j-bench-journal-of-clinical-insight-2621,"Journal of Clinical Insight",3117-373X,S5407054773,7,minted
POSI-J-025304,j-bench-journal-of-clinical-lipidology-2622,"Journal of Clinical Lipidology",1933-2874,S205040759,5043,minted
POSI-J-025305,j-bench-journal-of-clinical-neuroscience-2623,"Journal of Clinical Neuroscience",0967-5868,S145023809,12709,minted
POSI-J-025306,j-bench-journal-of-clinical-orthopaedics-and-trauma-2624,"Journal of Clinical Orthopaedics and Trauma",0976-5662,S2764780756,3037,minted
POSI-J-007959,j-bench-journal-of-clinical-translational-endocrinology-2625,"Journal of Clinical & Translational Endocrinology",2214-6237,S2764518032,444,reused
POSI-J-012961,j-bench-journal-of-clinical-and-translational-endocrinology-case-rep-2626,"Journal of Clinical and Translational Endocrinology: Case Reports",2214-6245,S4210214474,215,reused
POSI-J-006000,j-bench-journal-of-clinical-tuberculosis-and-other-mycobacterial-dis-2627,"Journal of Clinical Tuberculosis and Other Mycobacterial Diseases",2405-5794,S2898488464,636,reused
POSI-J-025307,j-bench-journal-of-clinical-virology-2628,"Journal of Clinical Virology",1386-6532,S6589812,8198,minted
POSI-J-011973,j-bench-journal-of-clinical-virology-plus-2629,"Journal of Clinical Virology Plus",2667-0380,S4210237090,245,reused
POSI-J-001338,j-bench-journal-of-co2-utilization-2630,"Journal of CO2 Utilization",2212-9820,S4210172371,3248,reused
POSI-J-025308,j-bench-journal-of-combinatorial-theory-series-a-2631,"Journal of Combinatorial Theory, Series A",0097-3165,S128556326,5852,minted
POSI-J-025309,j-bench-journal-of-combinatorial-theory-series-b-2632,"Journal of Combinatorial Theory, Series B",0095-8956,S2939117604,4075,minted
POSI-J-025310,j-bench-journal-of-commodity-markets-2633,"Journal of Commodity Markets",2405-8513,S2898531903,395,minted
POSI-J-025311,j-bench-journal-of-communication-disorders-2634,"Journal of Communication Disorders",0021-9924,S145707319,2648,minted
POSI-J-025312,j-bench-journal-of-comparative-economics-2635,"Journal of Comparative Economics",0147-5967,S138645024,3197,minted
POSI-J-025313,j-bench-journal-of-comparative-pathology-2636,"Journal of Comparative Pathology",0021-9975,S177502829,8290,minted
POSI-J-025314,j-bench-journal-of-complexity-2637,"Journal of Complexity",0885-064X,S42286584,1949,minted
POSI-J-025315,j-bench-journal-of-computational-and-applied-mathematics-2638,"Journal of Computational and Applied Mathematics",0377-0427,S165473669,17853,minted
POSI-J-017565,j-bench-journal-of-computational-mathematics-and-data-science-2639,"Journal of Computational Mathematics and Data Science",2772-4158,S4210239024,96,reused
POSI-J-025316,j-bench-journal-of-computational-physics-x-2640,"Journal of Computational Physics: X",2590-0552,S4210174704,104,minted
POSI-J-025317,j-bench-journal-of-computational-science-2641,"Journal of Computational Science",1877-7503,S192071280,2425,minted
POSI-J-025318,j-bench-journal-of-computer-languages-2642,"Journal of Computer Languages",2590-1184,S4210239993,301,minted
POSI-J-025319,j-bench-journal-of-computer-and-system-sciences-2643,"Journal of Computer and System Sciences",0022-0000,S141020589,4009,minted
POSI-J-025320,j-bench-journal-of-constructional-steel-research-2644,"Journal of Constructional Steel Research",0143-974X,S154695693,9741,minted
POSI-J-025321,j-bench-journal-of-contaminant-hydrology-2645,"Journal of Contaminant Hydrology",0169-7722,S20728117,4486,minted
POSI-J-025322,j-bench-journal-of-contemporary-accounting-economics-2646,"Journal of Contemporary Accounting & Economics",1815-5669,S142725411,492,minted
POSI-J-025323,j-bench-journal-of-contextual-behavioral-science-2647,"Journal of Contextual Behavioral Science",2212-1447,S2764949934,945,minted
POSI-J-025324,j-bench-journal-of-co-operative-organization-and-management-2648,"Journal of Co-operative Organization and Management",2213-297X,S2898493639,222,minted
POSI-J-025325,j-bench-journal-of-corporate-finance-2649,"Journal of Corporate Finance",0929-1199,S152282257,2843,minted
POSI-J-025326,j-bench-journal-of-cranio-maxillofacial-surgery-2650,"Journal of Cranio-Maxillofacial Surgery",1010-5182,S203050583,9044,minted
POSI-J-016532,j-bench-journal-of-creativity-2651,"Journal of Creativity",2713-3745,S4210200903,121,reused
POSI-J-025327,j-bench-journal-of-criminal-justice-2652,"Journal of Criminal Justice",0047-2352,S140176541,4811,minted
POSI-J-025328,j-bench-journal-of-critical-care-2653,"Journal of Critical Care",0883-9441,S126993733,7405,minted
POSI-J-025329,j-bench-journal-of-cultural-heritage-2654,"Journal of Cultural Heritage",1296-2074,S1016481467,3360,minted
POSI-J-016645,j-bench-journal-of-cycling-and-micromobility-research-2655,"Journal of Cycling and Micromobility Research",2950-1059,S4387292132,118,reused
POSI-J-025330,j-bench-journal-of-cystic-fibrosis-2656,"Journal of Cystic Fibrosis",1569-1993,S147774598,18476,minted
POSI-J-001499,j-bench-journal-of-dental-sciences-2657,"Journal of Dental Sciences",1991-7902,S173463841,2774,reused
POSI-J-025331,j-bench-journal-of-dentistry-2658,"Journal of Dentistry",0300-5712,S191726168,9631,minted
POSI-J-015972,j-bench-journal-of-dermatologic-science-and-cosmetic-technology-2659,"Journal of Dermatologic Science and Cosmetic Technology",2950-306X,S5407037020,134,reused
POSI-J-025332,j-bench-journal-of-dermatological-science-2660,"Journal of Dermatological Science",0923-1811,S186278352,9773,minted
POSI-J-025333,j-bench-journal-of-destination-marketing-management-2661,"Journal of Destination Marketing & Management",2212-571X,S2764801966,932,minted
POSI-J-025334,j-bench-journal-of-development-economics-2662,"Journal of Development Economics",0304-3878,S101209419,4800,minted
POSI-J-025335,j-bench-journal-of-diabetes-and-its-complications-2663,"Journal of Diabetes and its Complications",1056-8727,S23257913,4317,minted
POSI-J-025336,j-bench-journal-of-differential-equations-2664,"Journal of Differential Equations",0022-0396,S200871675,15087,minted
POSI-J-025337,j-bench-journal-of-digital-economy-2665,"Journal of Digital Economy",2773-0670,S4387282483,115,minted
POSI-J-025338,j-bench-journal-d-imagerie-diagnostique-et-interventionnelle-2666,"Journal d'imagerie diagnostique et interventionnelle",2543-3431,S2898149754,723,minted
POSI-J-025339,j-bench-journal-of-drug-delivery-science-and-technology-2667,"Journal of Drug Delivery Science and Technology",1773-2247,S97205441,8942,minted
POSI-J-025340,j-bench-journal-of-dynamic-disasters-2668,"Journal of Dynamic Disasters",2950-5763,S4404669720,33,minted
POSI-J-025341,j-bench-the-journal-of-economic-asymmetries-2669,"The Journal of Economic Asymmetries",1703-4949,S2764587561,637,minted
POSI-J-012750,j-bench-journal-of-economic-criminology-2670,"Journal of Economic Criminology",2949-7914,S4387288195,229,reused
POSI-J-025342,j-bench-journal-of-economic-dynamics-and-control-2671,"Journal of Economic Dynamics and Control",0165-1889,S44585919,4741,minted
POSI-J-025343,j-bench-journal-of-economic-psychology-2672,"Journal of Economic Psychology",0167-4870,S71968408,2806,minted
POSI-J-025344,j-bench-the-journal-of-the-economics-of-ageing-2673,"The Journal of the Economics of Ageing",2212-828X,S2764905104,513,minted
POSI-J-025345,j-bench-journal-of-economics-and-business-2674,"Journal of Economics and Business",0148-6195,S145099083,1692,minted
POSI-J-025346,j-bench-journal-of-electroanalytical-chemistry-2675,"Journal of Electroanalytical Chemistry",1572-6657,S143604795,20806,minted
POSI-J-025347,j-bench-journal-of-electrocardiology-2676,"Journal of Electrocardiology",0022-0736,S197069552,9205,minted
POSI-J-025348,j-bench-journal-of-electromyography-and-kinesiology-2677,"Journal of Electromyography and Kinesiology",1050-6411,S65425268,3117,minted
POSI-J-025349,j-bench-journal-of-electron-spectroscopy-and-related-phenomena-2678,"Journal of Electron Spectroscopy and Related Phenomena",0368-2048,S133911941,8422,minted
POSI-J-006940,j-bench-journal-of-electronic-science-and-technology-2679,"Journal of Electronic Science and Technology",1674-862X,S2736981714,524,reused
POSI-J-025350,j-bench-journal-of-electrostatics-2680,"Journal of Electrostatics",0304-3886,S181611401,4814,minted
POSI-J-025351,j-bench-the-journal-of-emergency-medicine-2681,"The Journal of Emergency Medicine",0736-4679,S4210219855,17251,minted
POSI-J-025352,j-bench-journal-of-emergency-nursing-2682,"Journal of Emergency Nursing",0099-1767,S88041965,7350,minted
POSI-J-025353,j-bench-journal-of-empirical-finance-2683,"Journal of Empirical Finance",0927-5398,S145875555,1856,minted
POSI-J-025354,j-bench-journal-of-endodontics-2684,"Journal of Endodontics",0099-2399,S90605627,14162,minted
POSI-J-022740,j-bench-journal-of-endometriosis-and-uterine-disorders-2685,"Journal of Endometriosis and Uterine Disorders",2949-8384,S4387287188,133,reused
POSI-J-025355,j-bench-journal-of-energy-chemistry-2686,"Journal of Energy Chemistry",2095-4956,S2500128275,6120,minted
POSI-J-025356,j-bench-journal-of-energy-infrastructure-2687,"Journal of Energy Infrastructure",3051-097X,S7407053937,6,minted
POSI-J-025357,j-bench-journal-of-the-energy-institute-2688,"Journal of the Energy Institute",1743-9671,S178232084,2968,minted
POSI-J-001879,j-bench-journal-of-engineering-research-2689,"Journal of Engineering Research",2307-1877,S4210219973,2213,reused
POSI-J-025358,j-bench-journal-of-engineering-and-technology-management-2690,"Journal of Engineering and Technology Management",0923-4748,S47993699,1172,minted
POSI-J-025359,j-bench-journal-of-english-for-academic-purposes-2691,"Journal of English for Academic Purposes",1475-1585,S145743673,1550,minted
POSI-J-025360,j-bench-journal-of-environmental-chemical-engineering-2692,"Journal of Environmental Chemical Engineering",2213-3437,S2764859491,24548,minted
POSI-J-025361,j-bench-journal-of-environmental-economics-and-management-2693,"Journal of Environmental Economics and Management",0095-0696,S200872515,3123,minted
POSI-J-025362,j-bench-journal-of-environmental-psychology-2694,"Journal of Environmental Psychology",0272-4944,S32271328,3565,minted
POSI-J-025363,j-bench-journal-of-environmental-radioactivity-2695,"Journal of Environmental Radioactivity",0265-931X,S76547072,7150,minted
POSI-J-025364,j-bench-journal-of-environmental-sciences-2696,"Journal of Environmental Sciences",1001-0742,S35825460,8574,minted
POSI-J-025365,j-bench-journal-of-epidemiology-and-population-health-2697,"Journal of Epidemiology and Population Health",2950-4333,S5407037062,1463,minted
POSI-J-025366,j-bench-journal-of-equine-rehabilitation-2698,"Journal of Equine Rehabilitation",2949-9054,S4387292659,43,minted
POSI-J-025367,j-bench-journal-of-equine-veterinary-science-2699,"Journal of Equine Veterinary Science",0737-0806,S180849759,12557,minted
POSI-J-025368,j-bench-journal-of-the-european-ceramic-society-2700,"Journal of the European Ceramic Society",0955-2219,S158447136,18333,minted
POSI-J-019637,j-bench-journal-of-the-european-meteorological-society-2701,"Journal of the European Meteorological Society",2950-6301,S4404670066,43,reused
POSI-J-025369,j-bench-journal-europ-en-des-urgences-et-de-r-animation-2702,"Journal Européen des Urgences et de Réanimation",2211-4238,S2898121191,495,minted
POSI-J-025370,j-bench-journal-of-evidence-based-dental-practice-2703,"Journal of Evidence Based Dental Practice",1532-3382,S199347942,2744,minted
POSI-J-006239,j-bench-journal-of-exercise-science-fitness-2704,"Journal of Exercise Science & Fitness",1728-869X,S67319095,610,reused
POSI-J-025371,j-bench-journal-of-exotic-pet-medicine-2705,"Journal of Exotic Pet Medicine",1557-5063,S97311592,1539,minted
POSI-J-025372,j-bench-journal-of-experimental-horticulture-2706,"Journal of Experimental Horticulture",3051-1186,S5407054453,18,minted
POSI-J-025373,j-bench-journal-of-experimental-marine-biology-and-ecology-2707,"Journal of Experimental Marine Biology and Ecology",0022-0981,S155333626,11375,minted
POSI-J-025374,j-bench-journal-of-experimental-social-psychology-2708,"Journal of Experimental Social Psychology",0022-1031,S12410666,4845,minted
